86.92,91.55,18.06,14.35,87.27,103.63,14.6,120,29.85,28.97,88.42,27.56,29.21,29.05,120,87.51,26.96,87.8,31.49,87.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87.15,89.02,21.12,87.15,68.45,87.7,19.04,22.29,87.54,71.77,109.67,19.64,119.71,85.1,120,23.28,120,120,28.35,27.56,35.12,120,86.92,87.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86.89,87.92,87.49,37.37,86.87,91.86,86.68,37.73,86.86,120,120,90.5,24.33,31.68,32.85,46.53,120,87.27,92.9,49.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68.33,89.09,87.84,88.06,86.77,88.68,51.1,87.18,87.18,87.8,22.46,88.04,66.29,88.25,20.17,87.49,87.73,87.78,120,21.36,119.05,88.63,19.19,87.58,29.21,88.61,21.07,19.23,23.02,88.97,19.45,21.56,120,34,24.78,17.13,120,88.21,87.78,88.01,4.3,79.14,87.35,88.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86.87,88.37,87.96,61.13,86.87,34.85,87.53,19.02,86.89,27.63,87.94,16.68,87.29,26.34,88.83,16.27,88.23,94.5,61.77,15.62,21.89,120,120,37.53,26.07,86.39,20.33,48.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87.29,87.96,87.11,58.28,58.51,88.37,31.56,87.77,29.26,88.35,31.25,53.75,26.58,88.68,89.24,87.35,22.82,87.49,30.79,30.41,21.79,88.26,120,47.39,25.65,22.47,34.4,91.17,25.86,19.93,30.64,120,25.91,120,29.85,23.4,120,18.66,120,87.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86.84,88.33,87.44,52.63,87.23,87.46,87.04,63.64,87.61,24.57,66.29,48.51,87.23,23.08,86.98,43.08,24.02,120,120,49.14,88.81,87.77,35.19,88.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86.82,88.25,66.37,87.61,86.82,88.66,64.14,88.49,27.32,88.26,87.06,49.64,28.63,89.12,87.89,87.2,26.55,87.89,94.45,87.27,120,30.24,89.12,39.31,4.4,120,87.04,29.54,86.7,89.48,87.37,34.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87.25,73.37,87.44,88.13,86.82,87.39,87.01,61.41,86.82,88.32,64.36,59.54,87.23,35.14,87.42,64.93,86.82,26.27,86.99,120,24.4,23.87,87.85,39.97,88.08,30.31,120,87.06,88.4,88.09,35.02,87.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88.56,89.47,23.8,87.59,19.62,89.9,120,65.45,31.82,20.77,120,25.74,27.34,31.91,24.69,25.89,27.89,120,120,87.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
